id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
846;https://www.merlot.org/merlot/viewMaterial.htm?id=89465;Humanities/World Languages/French/culture;historiques,paris,education;Images de France;300 photos libre de droit sur la France de lan 2000. Nature,Loisirs, Education, Villages et Sites Historiques, Paris, Villes en province, la France au travail, Commerce, Transports, Haute technologie et Transports.;Collection;English;Bassa;Website;0-30;['College General Ed'];18;20;
847;https://www.merlot.org/merlot/viewMaterial.htm?id=89475;Academic Support Services/Library and Information Services/Information and Communication Technology Literacy/Information Literacy Standards;dictionary,data;TECHtionary;Greetings. TECHtionary is the world?s first animated dictionary on telecommunications, data networking and internet technology. We are pleased to announce that the Society of Cable Television Engineers A NON-PROFIT ORGANIZATION has selected TECHtionary as their technical dictionary/glossary. http://www.scte.org/professional/professional.html... Show More;Animation;English;Bassa;;0-30;['College General Ed'];18;20;
848;https://www.merlot.org/merlot/viewMaterial.htm?id=1068564;Academic Support Services/ICT (Information and Communication Technology) Literacy/Research Skills;ICT literacy,informationn literacy,nicely,English learners,reading skills,scholarly communication,literacy,academic libraries,research skills,site;Read a Scholarly Article;This infographic nicely summarizes an effective way to read a scholarly article. It is accompanied by a video, which is targeted to English learners. The umbrella site has several good guides for ICT literacy, baed on using the library and doing research papers.;Tutorial;English;Medio bassa;Website;30-60;['College General Ed', 'College Lower Division', 'Professional'];18;100;
849;https://www.merlot.org/merlot/viewMaterial.htm?id=88843;Social Sciences/Psychology/Clinical and Counseling/Abnormal and Psychopathology;mental,health,schizoid;Personality Disorders;"This site is a part of category of the site Mental Health Net about personality disorders. It consists matter about 10 kinds of personality disorders; Antisocial, Avoidant, Borderline, Dependent, Histrionic, Narcissistic, Obsessive-Compulsive, Paranoid, Schizoid, Schizotypal personality Disorder. (You might be first time to hear such a personality disorders.) Each personality disorder?s content is written about symptoms and treatment.... Show More";Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
850;https://www.merlot.org/merlot/viewMaterial.htm?id=88846;Science and Technology/Information Technology/Application Development/Programming;VB Information Center;VB Information Center;A comprehensive Visual Basic 6 site.;Collection;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
851;https://www.merlot.org/merlot/viewMaterial.htm?id=89673;Humanities/English/Literature;texts,supplementary;LiTgloss;LiTgloss is a collection of literary texts written in languages other than English, and carefully annotated to facilitate reading by English-speaking students. Supplementary information and some sound files are available as well.;Collection;English;Media;Website;0-30;['College General Ed'];18;20;
852;https://www.merlot.org/merlot/viewMaterial.htm?id=91161;Science and Technology/Biology/Cell and Molecular Biology;chain;Principles of PCR;Discussion and illustrations/animations of the polymerase chain reaction.;Animation;English;Media;;0-30;['College General Ed'];18;20;
853;https://www.merlot.org/merlot/viewMaterial.htm?id=91163;Science and Technology/Biology/Cell and Molecular Biology;Metabolic Minimaps;Metabolic Minimaps;Access to maps of metabolic pathways.;Presentation;English;Media;Website;0-30;['College General Ed'];18;20;
854;https://www.merlot.org/merlot/viewMaterial.htm?id=88574;Academic Support Services/Library and Information Services/Issues in Librarianship;recognized exhibit,reason;He who destroyes a good Booke, kills reason itselfe: an exhibition of books which have survived Fire, the Sword, and the Censors;In 1955, Robert Vosper of the University of Kansas Libraries put together what would become an internationally recognized exhibit of materials that have been banned and/or censored. This catalog of the exhibit explains why each item was of concern in its time, and includes images of many. Works date from the 1500s to mid-1950s.;Presentation;English;Medio bassa;;0-30;['High School', 'College General Ed'];14;20;
855;https://www.merlot.org/merlot/viewMaterial.htm?id=91118;Science and Technology/Biology/Cell and Molecular Biology;southern,cycle;DNALC: Biology Animation Library;Shockwave animations of PCR, Southern Blotting, Cycle Sequencing, Ac/Ds transposition and three case studies using DNA fingerprinting.;Animation;English;Medio bassa;Shockwave;0-30;['College General Ed'];18;20;
856;https://www.merlot.org/merlot/viewMaterial.htm?id=89658;Humanities/World Languages/Multilingual Resources;accents,speaker;Fonetiks:An Online Language Laboratory;An online language laboratory : complete pronunciation guides with native speaker sounds and accents. Click on two or more pages if you want to compare accents or languages, and on a flag for an online dictionary.;Drill and Practice;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
857;https://www.merlot.org/merlot/viewMaterial.htm?id=90598;Science and Technology/Communication Sciences and Disorders/Hearing and Vestibular;nursing,aud,evaluation,IVD,kasa,otoscopy,site;AudiologyForum: Video Otoscopy;This is a good site that has multiple video otoscopy images of conditions and diseases related to the ear, both inner and outer. The site useful for both undergraduate and graduate nursing students (nursing is my specialty) studying physical assessment.;Simulation;English;Media;;0-30;['College General Ed'];18;20;
858;https://www.merlot.org/merlot/viewMaterial.htm?id=90604;Science and Technology/Physics/Electricity and Magnetism/Circuits;fabrication;pn Junction Diode;A multimedia approach to the fabrication steps in making a pn junction diode.;Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
859;https://www.merlot.org/merlot/viewMaterial.htm?id=89825;Education/TeacherEd/Teaching Methods/Social Science;anxiety;The Child Anxiety Network;The child anxiety network is a website is dedicated to providing information about children suffering from anxiety disorders.;Collection;English;Medio bassa;;0-30;['High School', 'College General Ed', 'Graduate School', 'Professional'];14;100;
860;https://www.merlot.org/merlot/viewMaterial.htm?id=89826;Social Sciences/Psychology/Social Psychology;psychology;Social Psychology;This is a good website with lots of links for anyone doing research or interested in knowing more about social psychology. I think its a good reference for any social psychology class. It has many links that are organized into helpful categories.;Collection;English;Medio bassa;Other;0-30;['College General Ed'];18;20;
861;https://www.merlot.org/merlot/viewMaterial.htm?id=88576;Science and Technology/Biology;myosin,starting,muscle;Video of myosin V movement along actin;This site is an all round starting point for myosin interests with links to the myosin researchers. The range includes molecular biology, cell biology, and muscle versus non-muscle myosin structures and functions.;Simulation;English;Media;;0-30;['College General Ed', 'Graduate School'];18;28;
862;https://www.merlot.org/merlot/viewMaterial.htm?id=90063;Humanities/History/Area Studies/Americas/United States;includes,materials;Voices from the Dust Bowl;This site archives the experience of migrant workers in camps in central California in 1940 and 1941. The collection includes audio recordings, photographs, manuscript materials, publications, and more.;Collection;English;Bassa;Audio;0-30;['College General Ed'];18;20;
863;https://www.merlot.org/merlot/viewMaterial.htm?id=89852;Science and Technology/Physics/Classical Mechanics/Energy and Momentum;Newton's Balls;Newtons Balls;An applet that simulates the familar demonstration device.;Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
864;https://www.merlot.org/merlot/viewMaterial.htm?id=89855;Science and Technology/Physics/Classical Mechanics/Forces and Dynamics;force,disk;Net Force;Forces add like vectors. Three forces act on the orange disk. Drag the heads of the arrows representing these forces to observe the effect on the net force, which is their sum.;Animation;English;Medio bassa;Website;0-30;['High School', 'College General Ed'];14;20;
865;https://www.merlot.org/merlot/viewMaterial.htm?id=90841;Education/TeacherEd/Special Education;hyperlinked,practices,principles & methods,kasa IIID,informed,slp,teachers school;IDEA Practices;The IDEA Practices site is designed to assist teachers, school administrators, and related service professionals implement recent changes to the nations primary special education law, IDEA97. This site provides up-to-date hyperlinked versions of the IDEA 97 Law and Regulations, informed analyses, summaries, FAQs, and other resources which all demonstrate best practices and strategies that work for students with disabilities. The IDEA Practices... Show More;Reference Material;English;Media;Website;60-90;['Professional'];28;100;
866;https://www.merlot.org/merlot/viewMaterial.htm?id=90843;Education;sources,data,american,memories,sources;American Memory Primary Sources Library;Classroom Connect.com provides this searchable data base of primary sources linked to the Library of Congress American Memories project. It is useful for teacher educators teaching Social Studies Methods, any classroom teacher, and all K-12 students.;Collection;English;Medio Alta;Website;0-30;['College General Ed'];18;20;
867;https://www.merlot.org/merlot/viewMaterial.htm?id=89665;Humanities/World Languages/French/Language;french;PeintureFLE;Interactive modules using Fine Arts to teach French language. From the creators of POLARFLE, with rich use of media to teach French.;Drill and Practice;English;Media;Website;30-60;['College General Ed'];18;20;
868;https://www.merlot.org/merlot/viewMaterial.htm?id=89679;Science and Technology/Information Technology/IT Infrastructure/Web;chapter,site;The ABCs of Building a Web Site;This beginners tutorial is a guide through the entire process of building a Web site. The tutorial has six chapters. Chapter 1 - Hosting Your Site Chapter 2 - What the Heck is HTML? Chapter 3 - The Domain Name Game Chapter 4 - Web Graphics Basics Chapter 5 - Top Ten Signs of an Amateur Site Chapter 6 - Promoting Your Web Site;Tutorial;English;Media;Website;0-30;['College General Ed', 'Graduate School'];18;28;
869;https://www.merlot.org/merlot/viewMaterial.htm?id=376138;Academic Support Services/Library and Information Services;journal,serial,peer reviewed,magazine,periodical;What is the Difference between a Magazine and a Scholarly Journal;Describes the differences between scholarly journals and magazines.;Tutorial;English;Medio bassa;Video;0-30;['College General Ed'];18;20;
870;https://www.merlot.org/merlot/viewMaterial.htm?id=88289;Arts/Music/Music Appreciation;sites,chapters,journal;Cowboy Songs and Singers: Of Lifeways and Legends;A Web site devoted to authentic music and poetry of the American cowboy. It includes audio and video, journal articles and book chapters, links to related sites, and topics for discussion.;Collection;English;Media;Website;0-30;['College General Ed'];18;20;
871;https://www.merlot.org/merlot/viewMaterial.htm?id=89873;Science and Technology/Physics/Thermodynamics and Statistical Mechanics/Statistical Mechanics;demonstrates;Charles Law;Applet demonstrates Charles Law from a particle standpoint by allowing the user to change the temperature and see the effects on the particles motion. User is tested by the applet as well.;Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
872;https://www.merlot.org/merlot/viewMaterial.htm?id=89739;Mathematics and Statistics/Statistics and Probability;web;VassarStats: Web Site for Statistical Computation;VassarStats is a useful and user-friendly tool for performing basic statistical computations.;Simulation;English;Media;Website;0-30;['College General Ed'];18;20;
873;https://www.merlot.org/merlot/viewMaterial.htm?id=89740;Science and Technology/Information Technology/Data and Information Management;resources,database,series,tutorial;Creating Databases and Tables In SQL;Welcome to the second tutorial in our ongoing Introduction to SQL series! This week well take an in-depth look at using the CREATE and ALTER commands to structure our databases to best meet our organizational requirements. Throughout this tutorial series, well use a fictional database designed for the Human Resources department of XYZ Corporation to illustrate our examples. Now lets create a database!... Show More;Drill and Practice;English;Medio bassa;;0-30;['College General Ed', 'Graduate School'];18;28;
874;https://www.merlot.org/merlot/viewMaterial.htm?id=88694;Education/TeacherEd/Teaching Methods/English;library,sites,area,lesson;Folger Shakespeare Library;The Folger Shakespeare Library site includes information about the Folger Library and its collections, performances and programs, library resources, and publications. Within this site is a section with resources for teachers and students called Teaching Shakespeare. It contains lesson plans for teaching Shakespeare, a teachers discussion area, links to related sites, and information about workshops.... Show More;Reference Material;English;Media;;0-30;['College General Ed'];18;20;
875;https://www.merlot.org/merlot/viewMaterial.htm?id=88748;Business/Accounting/Accounting Information Systems;frames,advanced,asked questions;Sharkys Netscape Frames Tutorial;This thorough tutorial on how to use HTML frames consists of five lessons: 1) Laying out Frames, 2) Targeting Frames, 3) Targeting Windows, 4) The Tags, and 5) Appendix (advanced topics). The author recommends that users complete each lesson in order. A frequently asked questions list is also included.;Tutorial;English;Bassa;;0-30;['College General Ed'];18;20;
876;https://www.merlot.org/merlot/viewMaterial.htm?id=90896;Business/Information Systems;site,resource,business;Virtual Organizations;An excellent resource website that provides links to books, articles, and related sites on the topic of the virtual organization. The BRINT site also has other forums on knowledge management, reengineering, networks, IT, and other contemporary business topics.;Reference Material;English;Media;;0-30;['College General Ed'];18;20;
877;https://www.merlot.org/merlot/viewMaterial.htm?id=90881;Education/TeacherEd;common,ettiquette;Netiquette Quiz;This interactive quiz is designed to test your knowledge of Netiquette or network ettiquette. Netiquette covers common courtesy online and the common rules of the road of cyberspace.;Quiz/Test;English;Media;Website;0-30;['College General Ed'];18;20;
878;https://www.merlot.org/merlot/viewMaterial.htm?id=90886;Education/TeacherEd/Teaching Methods/Science;covers,north,skills;Denali for Kids: Online Adventure;Featuring North Americas highest summit, this site covers News, Where is Denali?, Body Breakdowsn, Survival Skills, Dining on Denali, Talking Trash, Ask the Expert, and More Stuff. Information is given through text and graphics.;Tutorial;English;Media;;0-30;['Grade School'];6;11;
879;https://www.merlot.org/merlot/viewMaterial.htm?id=90732;Humanities/History/Area Studies/Africa;slavery,slave,life;Britain and Slavery: The Slave Trade;As part of British history, this gateway site covers slavery from 1750-1870. Many links are presented under the categories: slave accounts, slave system, slave life, events and issues, men and womens anti-slavery societies, anti-slavery groups, legislation, and USA campaigners against slavery.;Reference Material;English;Medio bassa;;0-30;['College General Ed'];18;20;
880;https://www.merlot.org/merlot/viewMaterial.htm?id=90754;Humanities/English/Literature;southern,american,literature;Documenting the American South;This site offers a collection of sources on Southern history, literature and culture from the colonial period through the first decades of the 20th century. The collection is categorized by First-Person Narratives of the American South, a Library of Southern Literature, North American Slave Narratives, The Southern Homefront, 1861-1865 and The Church in the Southern Black Community. The collection can be searched by subject, author or title.... Show More;Reference Material;English;Media;;0-30;['College General Ed'];18;20;
881;https://www.merlot.org/merlot/viewMaterial.htm?id=90757;Humanities/History/Area Studies/Africa/North Africa;sites,include;Death and Burial in Egypt;This interactive site provides an introduction to Egyptian death rituals including how a mummy is made. Other features include resources, teaching material, and related web sites.;Presentation;English;Bassa;Shockwave;0-30;['High School'];14;18;
882;https://www.merlot.org/merlot/viewMaterial.htm?id=90758;Humanities/History/Topical/Archaeology;tutankhamun,offers;Tutankhamun;This site offers basic information about Tutankhamun. Sections included are: Life and Times, The Cause of His Death, Tutankhamuns Funeral, Tutankhamuns Tomb, Tutankhamuns Treasures, and The Mummys Curse.;Reference Material;English;Bassa;;0-30;['High School'];14;18;
883;https://www.merlot.org/merlot/viewMaterial.htm?id=90759;Humanities/History/Topical/Archaeology;mummy,allows,mummy;Virtual Mummy: Unwrapping a Mummy by Mouse Click;This site allows visitors to unwrap a virtual mummy. Viewers can choose Procedure, Reconstruction, or Quicktime Movies.;Simulation;English;Bassa;Other;0-30;['College General Ed'];18;20;
884;https://www.merlot.org/merlot/viewMaterial.htm?id=196790;Business;So, you want to learn Bookkeeping!;So, you want to learn Bookkeeping!;Introductory bookkeeping tutorial.;Tutorial;English;Medio bassa;Website;0-30;['High School', 'College General Ed', 'Professional'];14;100;
885;https://www.merlot.org/merlot/viewMaterial.htm?id=89948;Business/Marketing/Market Research;business;The 1997 Census of Manufacturers;This site contains a great deal of information about the Population as well as the Business Sector. The Census of Manufacturers can be used to determine information about the size of business markets;Simulation;English;Medio bassa;;0-30;['College General Ed'];18;20;
886;https://www.merlot.org/merlot/viewMaterial.htm?id=89949;Science and Technology/Biology;bird,skill;The Patuxent Bird Quiz;Visitors are challenged on both a beginning and advanced skill level to text their knowledge of North American bird identification (by photographs), breeding and wintering distributions, and bird song.;Drill and Practice;English;Media;;0-30;['College General Ed'];18;20;
887;https://www.merlot.org/merlot/viewMaterial.htm?id=91127;Education/TeacherEd;artsedge,educators,site,resources,standards,information,arts;ArtsEdge;ArtsEdge supports the place of arts education at the center of the curriculum through the creative and appropriate uses of technology. ArtsEdge helps educators teach in, through, and about the arts. As the National Arts and Education Information Network, ArtsEdge provides tools and resources that are designed to help young people and adults learn about the arts. Features at this extensively rich site include: Newsbreak--current updates on whats happening in the arts and education, Teaching Materials--standards-based units, lessons, and activities that put the arts in ALL disciplines, and Professional Resources--planning and contact information and an excellent site of all the national standards.;Reference Material;English;Media;Website;0-30;['Professional'];28;100;
888;https://www.merlot.org/merlot/viewMaterial.htm?id=91128;Education/TeacherEd/Special Education;sites;Down Syndrome on the Internet;This site directs those interested in more information about Down Syndrome to U.S. organizations, additional sites, international sites, Internet magazines, medical resources, and other resources for parents.;Reference Material;English;Media;;0-30;['College General Ed'];18;20;
889;https://www.merlot.org/merlot/viewMaterial.htm?id=89256;Education/TeacherEd/Teaching Methods;theater,school,theater;Aaron Shepards Readers Theater Page;Readers theater scripts for elementary and middle school students. Suitable for ESL and native speakers of English, depending on the level;Simulation;English;Media;;0-30;['Grade School', 'College General Ed'];6;20;
890;https://www.merlot.org/merlot/viewMaterial.htm?id=90202;Science and Technology/Physics/Collections;motion,applets;Some General Physics Java Applets;Java applets to help understanding of some basic physics ideas. Applets deal with simple harmonic motion, wave motion, planetary motion etc.;Presentation;English;Media;Java Applet;0-30;['College General Ed'];18;20;
891;https://www.merlot.org/merlot/viewMaterial.htm?id=90909;Academic Support Services/Faculty Development/Assessment;standards,science,resource;Performance Assessment Links in Science;PALS is an on-line, standards-based, continually updated resource bank of science performance assessment tasks indexed via the National Science Education Standards (NSES) and various other standards frameworks.;Quiz/Test;English;Media;;0-30;['College General Ed'];18;20;
892;https://www.merlot.org/merlot/viewMaterial.htm?id=90216;Business/Finance/Derivatives;work;Call option game;Short game to demonstrate how call options work. Need Shockwave 8 Player.;Simulation;English;Media;;0-30;['College General Ed'];18;20;
893;https://www.merlot.org/merlot/viewMaterial.htm?id=90210;Science and Technology/Physics/Thermodynamics and Statistical Mechanics;motion;Einsteins Explanation of Brownian Motion;This online tutorial explains the theory of Brownian motion. Illustrations of this motion are provided by both a movie and a java animation.;Presentation;English;Medio bassa;Website;0-30;['College Upper Division'];22;24;
894;https://www.merlot.org/merlot/viewMaterial.htm?id=90941;Science and Technology/Biology/Evolutionary Biology;evolution,choice,prompt;Early Theories of Evolution;Three tutorials on evolution, covering Pre-Darwinian evolution, Darwin and Wallace, and evidence for evolution. Each tutorial includes nice illustrative photos and figures, a multiple choice quiz that gives prompt feedback on correct or incorrect answers, and a glossary.;Drill and Practice;English;Media;Website;0-30;['College General Ed'];18;20;
895;https://www.merlot.org/merlot/viewMaterial.htm?id=90943;Science and Technology/Biology/Cell and Molecular Biology;cell,choice,prompt,sex linked;Biological Basis of Heredity;Five tutorials covering basic cell structures, cell reproduction (mitosis and meiosis), recombinations and linkage, sex linked genes, and the molecular level of genetics. Each tutorial includes nice illustrative photos and figures, a multiple choice quiz that gives prompt feedback on correct or incorrect answers, and a glossary.;Quiz/Test;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
896;https://www.merlot.org/merlot/viewMaterial.htm?id=90945;Science and Technology/Biology/Cell and Molecular Biology;blood,choice,prompt,includes;Human Blood;Three tutorials about human blood, covering the different types of blood cells, ABO blood types and Rh blood types. Each tutorial includes nice illustrative photos and figures, a multiple choice quiz that gives prompt feedback on correct or incorrect answers, and a glossary.;Tutorial;English;Bassa;Website;0-30;['College General Ed'];18;20;
897;https://www.merlot.org/merlot/viewMaterial.htm?id=90770;Humanities;images,race,maps,documents interactive,companion;The Cold War, Episodes 1-24;"This is a companion web site to the award-winning twenty-four episode documentary that appeared on television in 1998. The web site includes links to historical documents; interactive maps; profiles of key figures; a glossary; narratives about culture, the space race, espionage, and the bomb; images; transcripts of interviews with key figures, games; links to other sites; and transcripts of chats with journalists, scientists, and historians about the topics of each episode of the TV series. Some of the narratives are excerpts from ?Cold War: An Illustrated History, the companion book to the TV series.";Presentation;English;Media;;0-30;['High School', 'College General Ed'];14;20;
898;https://www.merlot.org/merlot/viewMaterial.htm?id=89957;Education/TeacherEd/Educational Research;teaching,distance;Teaching at an Internet Distance: the Pedagogy of Online;This document is the product of the University of Illinois Teaching at an Internet Distance Seminar. The group met throughout 1998-99 to study the pedagogy of online learning, to examine what made teaching to be good teaching, whether in the classroom or online, and to suggest how online teaching and learning can be done with high quality at the University of Illinois.... Show More;Presentation;English;Media;Website;60-90;['Professional'];28;100;
899;https://www.merlot.org/merlot/viewMaterial.htm?id=90190;Science and Technology/Physics/Classical Mechanics/Reference Frames;vectors;Composition of Velocities;This Macromedia ShockWave applet illustrates visually the concept of velocity composition by showing the velocity vectors relevant to the motion of a boat on a river.;Simulation;English;Medio bassa;Shockwave;0-30;['College General Ed'];18;20;
900;https://www.merlot.org/merlot/viewMaterial.htm?id=90194;Science and Technology/Physics/Electricity and Magnetism/Circuits;circuit,applets,current,impedence,series;RLC Circuit - Complex Impedance;This Macromedia ShockWave applet illustrates visually the complex impedance in RLC series circuits. The users may use sliders to change the circuit paramters. The applets displays the corresponding complex impedance phasor diagram and the current, phaseshift, and impedence versus frequency graphs. Also shown are the time-dependent current-voltage graphs. Also included are brief introductions to both the physics of LRC circuits and the applet... Show More;Tutorial;English;Medio bassa;;0-30;['College General Ed'];18;20;
901;https://www.merlot.org/merlot/viewMaterial.htm?id=90951;Science and Technology/Biology/Evolutionary Biology;prompt,choice,vertebrate;Classification of Living Things;Short tutorials on on the Linnean classification system, using primarily vertebrate examples. Each tutorial includes nice illustrative photos and figures, a multiple choice quiz that gives prompt feedback on correct or incorrect answers, and a glossary.;Quiz/Test;English;Medio bassa;Website;30-60;['College General Ed'];18;20;
902;https://www.merlot.org/merlot/viewMaterial.htm?id=90953;Science and Technology/Agriculture and Environmental Sciences/Animal Sciences;containing;Tree of Life;As descibed at the site, The Tree of Life is a project containing information about the diversity of organisms on Earth, their history, and characteristics. The information is linked together in the form of the evolutionary tree that connects all organisms to each other.;Tutorial;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
903;https://www.merlot.org/merlot/viewMaterial.htm?id=90955;Science and Technology/Agriculture and Environmental Sciences/Animal Sciences;BSE,virus,assignments,smallpox,yellow fever,polio,antibiotic resistance,mad cow disease,complement;Online Microbiology Tutorials;Eight tutorials or problem-based assignments covering the topics of polio, BSE (mad cow disease), antibiotics, the eradication of smallpox, yellow fever, complement, virus replication, and a history of viruses.;Tutorial;English;Media;Website;30-60;['High School', 'College General Ed'];14;20;
904;https://www.merlot.org/merlot/viewMaterial.htm?id=90956;Science and Technology/Agriculture and Environmental Sciences/Plant Sciences;structures;Virtual Foliage;A compendium of thousands of pictures of plants and plant structures organized phylogenetically. This collection covers most aspects of botany.;Collection;English;Media;Website;0-30;['College General Ed'];18;20;
905;https://www.merlot.org/merlot/viewMaterial.htm?id=89959;Education/TeacherEd/Educational Psychology;education,brain,research;Understanding Your Students Brains;With so many claims about education products and practices, what does it mean to be research-based when it comes to knowledge of the brain? Whether you want to learn about brain-based teaching methods, help students improve reading and writing skills, or explore the possibilities brain research provides, the Education Connection of BrainConnection.com is for you.... Show More;Reference Material;English;Media;Website;60-90;['College General Ed', 'Professional'];18;100;
906;https://www.merlot.org/merlot/viewMaterial.htm?id=90935;Science and Technology/Biology/Genetics;IVB,genetics,slp,prompt,includes,choice,kasa,IIIB,foundations,aud,illustrative;The Basic Principles of Genetics;Three tutorials on basic genetics, covering Mendelain inheritance, proabability and punnet squares, and extensions to Mendel such as incomplete, co-dominance, pleiotropy, etc. Each tutorial includes nice illustrative photos and figures, a multiple choice quiz at the end that gives prompt feedback on correct or incorrect answers, and a glossary.... Show More;Tutorial;English;Media;Other;30-60;['College General Ed'];18;20;
907;https://www.merlot.org/merlot/viewMaterial.htm?id=90939;Science and Technology/Biology;sequences,information;Entrez;Entrez is an integrated interface to many of the databases hosted by the National Center for Biotechnology Information, including nucleotide sequences, protein sequences, macromolecular structures, whole genomes, and MEDLINE.;Collection;English;Media;Website;0-30;['Professional'];28;100;
908;https://www.merlot.org/merlot/viewMaterial.htm?id=90248;Science and Technology/Physics/Classical Mechanics/Angular Motion and Torques;motional;Motion of a Ping-Pong;Java applet to explain a peculiar motional effect of a ping-pong (table tennis) ball or a cue (pool, or billiard) ball.;Animation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
909;https://www.merlot.org/merlot/viewMaterial.htm?id=91338;Education/TeacherEd/Educational Psychology;provides basic background;Instructional Design and Learning Theory;"This paper provides basic background information about behaviorism, cognitivism and constructivism and a discussion of how these theories of learning relate to instructional design. A PDF version of this 32-paper is also available for downloading. Another link to the presentation is http://citeseerx.ist.psu.edu/viewdoc/download;jsessionid=5139D375B5557246480EB0F9D91D916D?doi=10.1.1.135.5780&rep=rep1&type=pdf";Presentation;English;Media;Website;120;['College General Ed'];18;20;
910;https://www.merlot.org/merlot/viewMaterial.htm?id=91133;Education/TeacherEd/Special Education;internet sites,principles & methods,kasa,slp,IIID;ABLEDATA: Explore the World of Assistive Technology;The ABLEDATA site is considered to be one of the premier Internet sites currently available on assistive technology. It includes a searchable database of over 25,000 products for persons with disabilities.;Collection;English;Media;Website;0-30;['College General Ed'];18;20;
911;https://www.merlot.org/merlot/viewMaterial.htm?id=91135;Science and Technology;customized;ExploreLearning.com;Interactive learning resources designed to facilitate both the teaching and learning of science. Instructors can create customized assignments and activities. See also: www.exploremath.com.;Drill and Practice;English;Media;Shockwave;0-30;['High School'];14;18;
912;https://www.merlot.org/merlot/viewMaterial.htm?id=91136;Business/Management;negotiation;The Prisoners Dilemma;Interactive site that illustrates the classic prisoners dilemma negotiation strategy. Gaming behavior.;Simulation;English;Media;;0-30;['College General Ed'];18;20;
913;https://www.merlot.org/merlot/viewMaterial.htm?id=759300;Science and Technology/Biology;bases,describes;Nucleic Acids;This page describes nucleic acids in a simple but very thorough way. It talks about DNA and RNA. It talks about the pyrimidine bases: Cytosine and Thymine and it talks about the Purine bases: Adenine, Guanine, and Uracil. It talks about the the parts of nucleic acids and the parts of nucleotides. It talks about the structure of DNA being a double helix and how it is put together.... Show More;Learning Object Repository;English;Bassa;Website;0-30;['Middle School', 'High School'];11;18;
914;https://www.merlot.org/merlot/viewMaterial.htm?id=90456;Business/Economics/Financial;students,lesson,topics;Time Value of Money;This is a simple lesson plan to introduce the time value of money. Topics covered include opportunity cost, compound interest and simple interest. The student version also includes a chart which students complete to determine how long it takes to double their money.;Reference Material;English;Media;;0-30;['College General Ed'];18;20;
915;https://www.merlot.org/merlot/viewMaterial.htm?id=89634;Humanities/History;voice,state,hoover;Herbert Hoover: excerpt from a 1932 campaign speech.;An audio file from a 1932 campaign speech by Herbert Hoover.1 min 52 sec. From the Vincent Voice Library at Michigan State University,;Simulation;English;Media;Audio;0-30;['College General Ed'];18;20;
916;https://www.merlot.org/merlot/viewMaterial.htm?id=89635;Humanities/History;state,wilson,audio;Woodrow Wilson: Audio file of speech about democratic principles.;A 36 second audio file of Woodrow Wilson speaking on democratic principles. From the Vincent Voice Library at Michigan State University.;Animation;English;Media;;0-30;['College General Ed'];18;20;
917;https://www.merlot.org/merlot/viewMaterial.htm?id=89654;Science and Technology/Health Sciences;publication,contains,teaching,people,evidence;The Cochrane Library;The Cochrane Library is an electronic publication designed to supply high quality evidence to inform people providing and receiving care, and those responsible for research, teaching, funding and administration at all levels. A source for reliable evidence about the effects of health care. An excellent source of material to support evidenced-based health care. This site contains synopses of reviews written for consumers... Show More;Reference Material;English;Medio bassa;Website;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
918;https://www.merlot.org/merlot/viewMaterial.htm?id=89655;Education/TeacherEd/Teaching Methods/Science;cell,site,school;Cell-ebration;This site has been created to show students how cells work. It reviews the functions of the cell organelles. This web site focuses on the structure and function of the cell membrane. Students will learn how the organelles interact with each other to keep the cell alive. This web site adds to the knowledge of most middle school students about organelles and expands to how the cell works as a whole. Scientists who study this area are known as cell physiologists. Physiology is the study of the function of living things.;Tutorial;English;Medio bassa;Website;30-60;['Middle School', 'High School'];11;18;
919;https://www.merlot.org/merlot/viewMaterial.htm?id=90274;Science and Technology/Physics/Classical Mechanics/Angular Motion and Torques;circular,force,mirror;Circular Motion and Centripetal Force;Java applet for demonstrating circular motion and centripetal force. Mirror available at http://www.phy.ntnu.edu.tw/~hwang/circularMotion/circular3D_e.html;Simulation;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
920;https://www.merlot.org/merlot/viewMaterial.htm?id=90276;Science and Technology/Physics/Oscillations and Waves/Oscillators;Hooke's Law,harmonic;Damped Harmonic Motion;Java applet for dampled harmonic motion. Source code available at ... Show More;Simulation;English;Medio bassa;;0-30;['High School', 'College General Ed', 'College Lower Division'];14;22;
